"study_id","site_id","core_id","year","month","day","latitude","longitude","position_accuracy","position_method","position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","vegetation_notes","inundation_class","inundation_method","core_length_flag","country","admin_division","habitat","stocks_qual_code","dates_qual_code","max_depth"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_3","2012",NA,NA,8.932973347041777,-83.60807600984076,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_2","2012",NA,NA,8.932925172602515,-83.60775288108016,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_1","2012",NA,NA,8.932802266995363,-83.60756086845812,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_5","2012",NA,NA,8.789635301366145,-83.61423706132766,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_4","2012",NA,NA,8.789708845711736,-83.61444387161708,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_3","2012",NA,NA,8.789732409947375,-83.61467400375402,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_2","2012",NA,NA,8.78975542055716,-83.61489341040429,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_1","2012",NA,NA,8.789752860140265,-83.61513120507011,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_1","2012",NA,NA,8.801283740725523,-83.59116677984736,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_2","2012",NA,NA,8.801477038795538,-83.59114347881065,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_3","2012",NA,NA,8.801667694810963,-83.59101864339385,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_4","2012",NA,NA,8.801868466635483,-83.59088325213587,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_5","2012",NA,NA,8.802096968412602,-83.59088700101017,NA,"handheld","Garmin Oregon 650",NA,NA,"forested",NA,NA,NA,NA,"core depth limited by length of corer","Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_1","2014",NA,NA,8.30711,-82.2813,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_2","2014",NA,NA,8.30711,-82.2813,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3","2014",NA,NA,8.30711,-82.2813,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4","2014",NA,NA,8.30711,-82.2813,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_5","2014",NA,NA,8.30711,-82.2813,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_6","2014",NA,NA,8.30711,-82.2813,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Boca Ternero","Boca Ternero_1","2014",NA,NA,8.34034,-82.3915,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"50"
"Cifuentes_et_al_2023_Panama","Boca Ternero","Boca Ternero_2","2014",NA,NA,8.34034,-82.3915,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","Boca Ternero","Boca Ternero_3","2014",NA,NA,8.34034,-82.3915,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"50"
"Cifuentes_et_al_2023_Panama","Boca Ternero","Boca Ternero_4","2014",NA,NA,8.34034,-82.3915,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1","2014",NA,NA,8.33622,-82.4348,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2","2014",NA,NA,8.33622,-82.4348,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3","2014",NA,NA,8.33622,-82.4348,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4","2014",NA,NA,8.33622,-82.4348,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5","2014",NA,NA,8.33622,-82.4348,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6","2014",NA,NA,8.33622,-82.4348,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_1","2014",NA,NA,8.34655,-82.4068,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"50"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_2","2014",NA,NA,8.34655,-82.4068,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"50"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_3","2014",NA,NA,8.34655,-82.4068,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"50"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_4","2014",NA,NA,8.34655,-82.4068,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"50"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1","2014",NA,NA,8.30401,-82.3656,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_2","2014",NA,NA,8.30401,-82.3656,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3","2014",NA,NA,8.30401,-82.3656,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4","2014",NA,NA,8.30401,-82.3656,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5","2014",NA,NA,8.30401,-82.3656,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6","2014",NA,NA,8.30401,-82.3656,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Río","El Río_1","2014",NA,NA,8.33466,-82.4212,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2","2014",NA,NA,8.33466,-82.4212,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3","2014",NA,NA,8.33466,-82.4212,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4","2014",NA,NA,8.33466,-82.4212,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5","2014",NA,NA,8.33466,-82.4212,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6","2014",NA,NA,8.33466,-82.4212,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_1","2014",NA,NA,8.28891,-82.3313,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_2","2014",NA,NA,8.28891,-82.3313,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_3","2014",NA,NA,8.28891,-82.3313,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_4","2014",NA,NA,8.28891,-82.3313,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_5","2014",NA,NA,8.28891,-82.3313,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_6","2014",NA,NA,8.28891,-82.3313,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_1","2014",NA,NA,8.37388,-82.4498,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_2","2014",NA,NA,8.37388,-82.4498,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_3","2014",NA,NA,8.37388,-82.4498,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_4","2014",NA,NA,8.37388,-82.4498,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1","2014",NA,NA,8.31786,-82.4404,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2","2014",NA,NA,8.31786,-82.4404,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3","2014",NA,NA,8.31786,-82.4404,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4","2014",NA,NA,8.31786,-82.4404,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5","2014",NA,NA,8.31786,-82.4404,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6","2014",NA,NA,8.31786,-82.4404,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Limones","Limones_1","2014",NA,NA,8.27676,-82.3499,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Limones","Limones_2","2014",NA,NA,8.27676,-82.3499,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Limones","Limones_3","2014",NA,NA,8.27676,-82.3499,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Limones","Limones_4","2014",NA,NA,8.27676,-82.3499,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Limones","Limones_5","2014",NA,NA,8.27676,-82.3499,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Limones","Limones_6","2014",NA,NA,8.27676,-82.3499,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"100"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1","2014",NA,NA,8.30017,-82.4285,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2","2014",NA,NA,8.30017,-82.4285,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3","2014",NA,NA,8.30017,-82.4285,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4","2014",NA,NA,8.30017,-82.4285,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5","2014",NA,NA,8.30017,-82.4285,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6","2014",NA,NA,8.30017,-82.4285,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1","2014",NA,NA,8.31768,-82.4038,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2","2014",NA,NA,8.31768,-82.4038,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3","2014",NA,NA,8.31768,-82.4038,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4","2014",NA,NA,8.31768,-82.4038,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5","2014",NA,NA,8.31768,-82.4038,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6","2014",NA,NA,8.31768,-82.4038,NA,"handheld","coordinates are site-level resolution",NA,NA,"forested","measurement",NA,NA,NA,NA,"Panama","Chiriquí","mangrove","C2",NA,"300"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_1","2012",NA,NA,10.25298477595526,-85.24869036819523,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_2","2012",NA,NA,10.25315845728881,-85.24854438327802,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_3","2012",NA,NA,10.25333213857375,-85.24839839820515,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_4","2012",NA,NA,10.253505819810066,-85.24825241297667,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_5","2012",NA,NA,10.253679500997768,-85.24810642759255,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Bebedero","Bebedero_Manglar_4_6","2012",NA,NA,10.253853182136838,-85.24796044205277,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_1","2012",NA,NA,10.177661732303662,-85.14309627750517,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_2","2012",NA,NA,10.177661732303662,-85.14309627750517,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_1_3","2012",NA,NA,10.177661732303662,-85.14309627750517,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_1","2012",NA,NA,10.172186453095785,-85.15767652623805,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_2","2012",NA,NA,10.172186453095785,-85.15767652623805,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_2_3","2012",NA,NA,10.172186453095785,-85.15767652623805,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_1","2012",NA,NA,10.178700705461656,-85.15869463068648,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_2","2012",NA,NA,10.178700705461656,-85.15869463068648,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_3_3","2012",NA,NA,10.178700705461656,-85.15869463068648,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_1","2012",NA,NA,10.177621759893476,-85.13118797382789,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_2","2012",NA,NA,10.177621759893476,-85.13118797382789,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_4_3","2012",NA,NA,10.177621759893476,-85.13118797382789,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"50"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_1","2012",NA,NA,10.175411899471,-85.13236643766851,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_2","2012",NA,NA,10.175411899471,-85.13236643766851,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Camaronera_5_3","2012",NA,NA,10.175411899471,-85.13236643766851,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_1","2012",NA,NA,10.165461146801222,-85.1463881303272,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_2","2012",NA,NA,10.16533217316676,-85.14620080853696,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_3","2012",NA,NA,10.165203199407722,-85.14601348689085,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_4","2012",NA,NA,10.165074225524112,-85.14582616538885,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_5","2012",NA,NA,10.16494525151594,-85.14563884403096,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
